Descri??o Leg?vel do Hor?rio,Id,Nome,Descri??o Curta,Descri??o Longa,Data de Cria??o,Data de Atualiza??o,Publicado por,Projeto,Classifica??o Et?ria,Mais Informa??es,Tags,Linguagens,Verificado,Sub-T?tulo,Inscri??es,Pre?o,Tradu??o para LIBRAS,?udio descri??o,Site,Facebook,Twitter,Google+,Instagram,Nome da aba oportunidade,Usar a aba oportunidades?,Data Inicial,Data Final,Dura??o,Frequ?ncia,Hor?rio Inicial,Hor?rio Final,Repete-Domingo,Repete-Segunda,Repete-Ter?a,Repete-Quarta,Repete-Quinta,Repete-Sexta,Repete-S?bado,Espa?o,CEP,Logradouro,N?mero,Complemento,Bairro,Munic?pio,Estado
Dia 21 de outubro de 2019 ?s 15:00,1060,Oficina de produção de fantoches,Oficina de produ??o de fantoches: Produ??o de fantoches a partir de materiais recicl?veis. O evento ser? conduzido pela Professora Serafina Ferreira Machado,,2018-08-20 14:02:02,2019-10-04 14:55:41,Guilherme Yung Wing Li ,LiteraturanaBiblioteca2019,Livre,(43) 3371-0200,"Produ??o de fantoches, Oficina",Livro e Literatura,false,,Somente p?blico interno,gratuito,,,https://ftsa.edu.br/home/index.php/en/,,,,,,,2019-10-21,,120,Uma vez,15:00,17:00,,Sim,,,,,,Faculdade Teológica Sul Americana,Rua Martinho Lutero,277,PR,,,,
Dia 22 de outubro de 2019 ?s 08:00,1061,Palestra: Diretrizes para elaboração de trabalhos acadêmicos segundo estilo Vancouver e APA,Palestra: Diretrizes para elabora??o de trabalhos acad?micos segundo estilo Vancouver e APA.  Mediadora: Natali Silvana Zwaretch Total de vagas: 35,,2018-08-20 14:04:38,2019-10-16 13:56:47,Guilherme Yung Wing Li ,SemanaNacionaldoLivroedaBiblioteca2019,Livre,(43) 3371-4336,"Natali Silvana Zwaretch, Trabalhos acad?micos estilo Vancouver e APA","Palestra, Debate ou Encontro",false,,Inscri??es pelo site: http://www.uel.br/eventos/,25,,,http://www.uel.br/eventos/,,,,,,,2019-10-22,,240,Uma vez,08:00,12:00,,,Sim,,,,,Biblioteca Central da UEL,Rodovia Celso Garcia Cid | Pr 445 Km 380 | Campus Universit?rio,PR,,,,,
Dia 20 de novembro de 2018 ?s 09:30,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,0,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-11-20,,40,Uma vez,09:30,10:10,,,Sim,,,,,,,,,,,,
Dia 28 de setembro de 2018 ?s 10:00,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-09-28,,40,Uma vez,10:00,10:40,,,,,,Sim,,,,,,,,,
Dia 29 de outubro de 2018 ?s 10:00,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-10-29,,45,Uma vez,10:00,10:45,,Sim,,,,,,CMEI Valéria Veronesi,Rua Benjamin Constant,800,PR,,,,
Dia 3 de dezembro de 2018,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,0,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-12-03,,30,Uma vez,10:00,10:30,,Sim,,,,,,Calçadão,,,,,,,
Dia 10 de dezembro de 2018 ?s 18:00,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,0,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-12-10,,45,Uma vez,18:00,18:45,,Sim,,,,,,Concha Acústica,Pra?a Primeiro de Maio,PR,,,,,
Dia 27 de junho de 2019 ?s 14:30,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2019-06-27,,45,Uma vez,14:30,15:15,,,,,Sim,,,Escola Municipal Hikoma Udihara,R. Orlando Silva,762,PR,,,,
Dia 30 de julho de 2019 ?s 14:30,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2019-07-30,,60,Uma vez,14:30,15:30,,,Sim,,,,,Escola Municipal José Garcia Villar,Rua Pitangueiras,209,PR,,,,
Dia 9 de agosto de 2019 ?s 09:30,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2019-08-09,,60,Uma vez,09:30,10:30,,,,,,Sim,,Escola Municipal José Garcia Villar,Rua Pitangueiras,209,PR,,,,
Dia 31 de agosto de 2018 ?s 10:00,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2018-08-31,,60,Uma vez,10:00,11:00,,,,,,Sim,,Associação Solidariedade Sempre ,Av. Nova Londrina,415,"A, FUNDOS",PR,,,
Dia 16 de setembro de 2019 ?s 14:30,1097,Orquestra e Coral Solidariedade Sempre,Ser?o realizados concertos did?ticos pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas e concertos em algum espa?os p?blicos de Londrina direcionado ao p?blico em geral.,Ser? realizado um concerto did?tico pela Orquestra de C?mara e o Coral Solidariedade Sempre direcionado as escolas p?blicas de Londrina.,2018-08-30 11:27:07,2019-09-11 11:01:06,ASS-ASSOCIAÇÃO SOLIDARIEDADE SEMPRE ,,Livre,(43) 3336-6645,,"M?sica Popular, M?sica Erudita",false,Concerto did?tico,,Gratuito,N?o,N?o,http://solidariedadesempre.org.br/,,,,,,,2019-09-16,,60,Uma vez,14:30,15:30,,Sim,,,,,,CMEI Kalin Youssef Youssef,Tanz?nia,315,PR,,,,
Dia 22 de mar?o de 2019 ?s 09:00,1143,BRISA - Saraus Artísticos,"Projeto de inclus?o sociocultural que visa proporcionar ?s pessoas que est?o em situa??o de rua ou acolhimento institucional, bem como ? comunidade em geral, acesso ?s diversas linguagens art?stico-culturais, atrav?s da realiza??o de 09 Saraus | Um evento promovido pela FUNCART em parceria com a equipe do Centro POP de Londrina. Patroc?nio da PML - Sec. de Cultura - PROMIC.",,2018-10-01 14:07:01,2018-11-09 10:12:59,Fundação Cultura Artística de Londrina ,ProjetoBrisa:SarausArt?sticos,Livre,,,"Hip Hop, Curso ou Oficina, M?sica Popular, Palestra, Debate ou Encontro, Teatro, Livro e Literatura",false,,,Evento Gratuito,,,,,,,,,,2019-03-22,,180,Uma vez,09:00,12:00,,,,,,Sim,,Centro POP,Rua Dib Libos,s/n,Esquina com Celso Garcia Cid. Prox SAMU,PR,,,
Dia 26 de abril de 2019 ?s 09:00,1143,BRISA - Saraus Artísticos,"Projeto de inclus?o sociocultural que visa proporcionar ?s pessoas que est?o em situa??o de rua ou acolhimento institucional, bem como ? comunidade em geral, acesso ?s diversas linguagens art?stico-culturais, atrav?s da realiza??o de 09 Saraus | Um evento promovido pela FUNCART em parceria com a equipe do Centro POP de Londrina. Patroc?nio da PML - Sec. de Cultura - PROMIC.",,2018-10-01 14:07:01,2018-11-09 10:12:59,Fundação Cultura Artística de Londrina ,ProjetoBrisa:SarausArt?sticos,Livre,,,"Hip Hop, Curso ou Oficina, M?sica Popular, Palestra, Debate ou Encontro, Teatro, Livro e Literatura",false,,,Evento Gratuito,,,,,,,,,,2019-04-26,,180,Uma vez,09:00,12:00,,,,,,Sim,,Casa do Bom Samaritano,Rua Jos? Fierli,153,PR,,,,
Dia 24 de maio de 2019 ?s 17:00,1143,BRISA - Saraus Artísticos,"Projeto de inclus?o sociocultural que visa proporcionar ?s pessoas que est?o em situa??o de rua ou acolhimento institucional, bem como ? comunidade em geral, acesso ?s diversas linguagens art?stico-culturais, atrav?s da realiza??o de 09 Saraus | Um evento promovido pela FUNCART em parceria com a equipe do Centro POP de Londrina. Patroc?nio da PML - Sec. de Cultura - PROMIC.",,2018-10-01 14:07:01,2018-11-09 10:12:59,Fundação Cultura Artística de Londrina ,ProjetoBrisa:SarausArt?sticos,Livre,,,"Hip Hop, Curso ou Oficina, M?sica Popular, Palestra, Debate ou Encontro, Teatro, Livro e Literatura",false,,,Evento Gratuito,,,,,,,,,,2019-05-24,,180,Uma vez,17:00,20:00,,,,,,Sim,,Concha Acústica,Pra?a Primeiro de Maio,PR,,,,,
Dia 3 de novembro de 2018 ?s 19:30,1213,Apresentações Cadência Sincopada,"O projeto ? uma imers?o no universo do Samba Sincopado usando como linha condutora o trabalho do compositor Geraldo Pereira que completaria 100 anos em 23 de abril 2018. Geraldo Pereira ? considerado o pai do samba sincopado e sua musicalidade singular, segundo alguns cr?ticos da m?sica brasileira, tem uma enorme import?ncia para esta vertente do nosso samba.",Alma Brasil - 03/11 - 20h Flapt - 21/11/2018 - 12h Triol? - 15/11/2018 - 20h Sesi/AML - 23/02/2019 - 19H30,2018-10-23 10:36:34,2019-02-23 14:57:34,Lucas Fiuza ,,Livre,(43) 99950-3702,"lucasfiuza, geraldopereira, samba, #cadenciasincopada",M?sica Popular,false,"Centen?rio de Geraldo Pereira, o Rei do Samba Sincopado",,0,,,https://www.facebook.com/37.cadencia.sincopada/?ref=br_rs,,,,,,,2018-11-03,,,,19:30,19:30,,,,,,,Sim,Vila Cultural Alma Brasil,Mar del Plata,93,PR,,,,
Dia 25 de novembro de 2018 ?s 12:00,1213,Apresentações Cadência Sincopada,"O projeto ? uma imers?o no universo do Samba Sincopado usando como linha condutora o trabalho do compositor Geraldo Pereira que completaria 100 anos em 23 de abril 2018. Geraldo Pereira ? considerado o pai do samba sincopado e sua musicalidade singular, segundo alguns cr?ticos da m?sica brasileira, tem uma enorme import?ncia para esta vertente do nosso samba.",Alma Brasil - 03/11 - 20h Flapt - 21/11/2018 - 12h Triol? - 15/11/2018 - 20h Sesi/AML - 23/02/2019 - 19H30,2018-10-23 10:36:34,2019-02-23 14:57:34,Lucas Fiuza ,,Livre,(43) 99950-3702,"lucasfiuza, geraldopereira, samba, #cadenciasincopada",M?sica Popular,false,"Centen?rio de Geraldo Pereira, o Rei do Samba Sincopado",,0,,,https://www.facebook.com/37.cadencia.sincopada/?ref=br_rs,,,,,,,2018-11-25,,,,12:00,12:00,Sim,,,,,,,Flapt!,Rua Lino Sachetin,498,PR,,,,
Dia 15 de dezembro de 2018 ?s 20:00,1213,Apresentações Cadência Sincopada,"O projeto ? uma imers?o no universo do Samba Sincopado usando como linha condutora o trabalho do compositor Geraldo Pereira que completaria 100 anos em 23 de abril 2018. Geraldo Pereira ? considerado o pai do samba sincopado e sua musicalidade singular, segundo alguns cr?ticos da m?sica brasileira, tem uma enorme import?ncia para esta vertente do nosso samba.",Alma Brasil - 03/11 - 20h Flapt - 21/11/2018 - 12h Triol? - 15/11/2018 - 20h Sesi/AML - 23/02/2019 - 19H30,2018-10-23 10:36:34,2019-02-23 14:57:34,Lucas Fiuza ,,Livre,(43) 99950-3702,"lucasfiuza, geraldopereira, samba, #cadenciasincopada",M?sica Popular,false,"Centen?rio de Geraldo Pereira, o Rei do Samba Sincopado",,0,,,https://www.facebook.com/37.cadencia.sincopada/?ref=br_rs,,,,,,,2018-12-15,,,,20:00,20:00,,,,,,,Sim,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 23 de fevereiro de 2019 ?s 19:30,1213,Apresentações Cadência Sincopada,"O projeto ? uma imers?o no universo do Samba Sincopado usando como linha condutora o trabalho do compositor Geraldo Pereira que completaria 100 anos em 23 de abril 2018. Geraldo Pereira ? considerado o pai do samba sincopado e sua musicalidade singular, segundo alguns cr?ticos da m?sica brasileira, tem uma enorme import?ncia para esta vertente do nosso samba.",Alma Brasil - 03/11 - 20h Flapt - 21/11/2018 - 12h Triol? - 15/11/2018 - 20h Sesi/AML - 23/02/2019 - 19H30,2018-10-23 10:36:34,2019-02-23 14:57:34,Lucas Fiuza ,,Livre,(43) 99950-3702,"lucasfiuza, geraldopereira, samba, #cadenciasincopada",M?sica Popular,false,"Centen?rio de Geraldo Pereira, o Rei do Samba Sincopado",,0,,,https://www.facebook.com/37.cadencia.sincopada/?ref=br_rs,,,,,,,2019-02-23,,,,19:30,19:30,,,,,,,Sim,Centro Cultural SESI - AML,Rua Maestro Eg?dio Camargo do Amaral,130,,PR,,,
"Todo dom, ter, qua, qui, sex e s?b de 1 de dezembro de 2018 a 28 de fevereiro de 2019 ?s 09:00",1286,XXII Salão Nacional de Arte Fotográfica do Foto Clube de Londrina,Exposi??o no Museu Hist?rico de Londrina com abertura no dia 01/12/2018 as 20hs e vai at? 28/02/2019 do XXII Sal?o Nacional de Arte Fotogr?fica 2018 do Foto Clube de Londrina com 131 fotos de todo Brasil aceitas e premiadas ap?s julgamento. Esse Sal?o conta com apoio do Promic (Prefeitura de Londrina).,"O Foto Clube de Londrina, nos seus 47 anos realiza em 2018 o XXII Sal?o Nacional de Arte Fotogr?fica com participa??o de fot?grafos de todo Brasil, foram recebidas mais de 470 fotos,sendo selecionadas para premia??o e exposi??o cerca de 101 fotos e mais 30 fotos de membros do Foto Clube de Londrina. A Exposi??o ser? realizada no Museu Hist?rico de Londrina com abertura do Sal?o no dia 01/12/2018 as 20hs, com a Exposi??o at? o dia 28/02/2019, conta com apoio do Promic ( Prefeitura de Londrina), do Foto C?lula e faz parte das comemora??es do anivers?rio da cidade de Londrina.",2018-11-21 16:50:42,2018-11-23 14:34:30,Flavio Benedito Conceição ,XXIISal?oNacionaldeArteFotogr?ficadoFotoClubedeLondrina,Livre,(43) 99993-3795,"FOTOS, ARTE, EXPOSI??O, SAL?O, FOTOGRAFIA","Artes Visuais, Exposi??o",false,Exposi??o Fotogr?fica Museu Hist?rico de Londrina,Gratu?tas,Gratuíto,,,http://www.fotoclubelondrina.art.br/,,,,,,,2018-12-01,2019-02-28,480,Semanal,09:00,17:00,Sim,,Sim,Sim,Sim,Sim,Sim,Museu Histórico de Londrina,"Antiga esta??o ferrovi?ria, R. Benjamin Constant",900,PR,,,,
Dia 15 de setembro de 2019 ?s 17:00,1293,Contação de história com Gilza Santos ,Conta??o de hist?rias para o p?blico infantil,"Hist?ria: """"O uirapuru"" - baseado na vers?o do texto de Clarice Lispector Dizem que ? um p?ssaro invis?vel de um lindo canto & o que n?o sabem ? que certa vez algumas mo?as ind?genas ouviram uma linda can??o de flauta e & quer saber o que houve? Venha ouvir que eu te conto!",2018-11-22 15:02:30,2019-09-10 15:09:48,Rodrigo Figueiredo ,,Livre,(43) 3572-7700,,Artes Integradas,false,Domingo Cultural no Sesc,Participa??o gratuita,Participação gratuita,,,,,,,,,,2019-09-15,,50,Uma vez,17:00,17:50,Sim,,,,,,,Sesc Londrina Cadeião Cultural,Rua Sergipe,52,PR,,,,
Diariamente de 18 a 29 de setembro de 2019 ?s 20:00,1295,Femucom - Festival de Música do Comerciário,Festival de M?sica que possibilita aos clientes preferenciais do Sesc a apresenta??o de seu talento musical num palco profissional.,"Est?o abertas at? o dia 29 de setembro, as inscri??es para a primeira edi??o do Festival de M?sica do Com?rcio (Femucom) 2019, na Unidade Sesc Cadei?o Cultural, de Londrina. Trata-se de um projeto cultural que cria oportunidades para que os trabalhadores do com?rcio, servi?o, turismo, seus dependentes diretos, alunos do Sesc e Senac, explorem suas habilidades musicais no palco do Sesc. A a??o tamb?m contribui para a forma??o e aprecia??o musical do p?blico. Confira o regulamento do evento e participe!",2018-11-22 15:32:22,2019-09-17 13:42:13,Rodrigo Figueiredo ,,16 anos,(43) 3572-7700,,Artes Integradas,false,Festival de Talentos Musicais - Sesc,Participa??o gratuita,Participação gratuita,,,https://www.sescpr.com.br/2019/09/sesc-abre-inscricoes-para-festival-de-musica-do-comerciario/,,,,,,,2019-09-18,2019-09-29,90,Diariamente,20:00,21:30,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sesc Londrina Cadeião Cultural,Rua Sergipe,52,PR,,,,
Dia 7 de fevereiro de 2019 ?s 19:00,1315,Lançamento do Livro Sem Travas na Língua,Lan?amento do Livro Sem Travas na L?ngua,"Lan?amento do Livro Sem Travas na L?ngua, livro que traz as cr?nicas retratadas no blog de mesmo nome. S?o cr?nicas sobre a subjetividade, dividido em tr?s categorias: comportamento, cotidiano e relacionamentos.",2018-11-27 18:30:33,2018-11-27 18:34:19,Isabela Nicastro Salvador ,"LivroSemTravasnaL?ngua-ProjetodoProgramaMunicipaldeIncentivoaCultura(Promic),edital002/2018",Livre,(43) 99936-7286,"livro, sem travas na l?ngua, cr?nicas",Livro e Literatura,false,Livro de cr?nicas sobre a subjetividade,Entrada gratuita.,,,,http://semtravasnocoracao.com.br/blog/,,,,,,,2019-02-07,,120,Uma vez,19:00,21:00,,,,,Sim,,,SESC LONDRINA,Rua Fernando de Noronha,264,PR,,,,
Dia 10 de fevereiro de 2019 ?s 19:00,1331,Espetáculo QUAL A GRAÇA DE LAURINDA?,"Primeiro espet?culo do Triol?, que estreou em 2010 conta a hist?ria de dois palha?os que disputam o cora??o de uma palha?a que s? existe na imagina??o deles. Tudo de improv?vel que poderiam aprontar para conquistar a amada foi reunido no roteiro do espet?culo ''Qual a gra?a de Laurinda?'', que os atores Alexandre Simioni e Gerson Bernardes encenam no Domingo, em frente ? Vila Triol?","Os palha?os apaixonados s? conhecem a amada atrav?s de uma foto de jornal. E ? a? que a dupla arma o circo. Um duelo com armas de ?gua, uma corrida de dois metros rasos, um strip tease, uma luta de boxe e at? uma aula de bal? s?o algumas das peraltices protagonizadas pelos pretendentes. A montagem, concebida para todas as idades, incorpora a linguagem do desenho animado. Eles contam a hist?ria sem falas, apenas com a linguagem corporal.",2018-11-30 15:06:00,2018-11-30 15:16:16,Alexandre Simioni ,,Livre,(43) 3024-3330,,"Teatro, Artes Circenses",false,Triol?,Gratuito - Contribui??o no Chap?u ao final do espet?culo,contribuição espontânea ao final,,,,,,,,,,2019-02-10,,60,Uma vez,19:00,20:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 3 de fevereiro de 2019 ?s 19:00,1332,Vikings e o Reino Saqueado,Os palha?os Batata Doce e Turino est?o agora imersos na cultura n?rdica e se apresentam como atrapalhados guerreiros vikings voltando a seu reino ap?s terem realizado grandes viagens e desastrosas batalhas pelo mundo.,"Os palha?os Batata Doce e Turino est?o agora imersos na cultura n?rdica e se apresentam como atrapalhados guerreiros vikings voltando a seu reino ap?s terem realizado grandes viagens e desastrosas batalhas pelo mundo. Ao chegarem a seu reino se deparam com sua rainha destitu?da e o trono tomado por Duques. O desafio dos Palha?os-Vikings ? retirar os duques do poder e devolve-lo para o povo. Para isso, v?o utilizar de suas ferramentas circenses construindo um espet?culo de circo e teatro de rua junto ao p?blico presente.",2018-11-30 16:19:44,2018-11-30 16:23:58,Alexandre Simioni ,,Livre,(43) 3024-3330,,"Teatro, Artes Circenses",false,Cia Os Palha?os de Rua,contribui??o espont?nea no chap?u ao final do espet?culo,contribuição espontânea ao final,,,,,,,,,,2019-02-03,,60,Uma vez,19:00,20:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 24 de fevereiro de 2019 ?s 19:00,1333,Bailinho do Plantão,"O Plant?o Sorriso, que em h? 21 anos leva a alegria do palha?o para crian?as internadas em hospitais de Londrina, al?m de relizar apresenta??es teatrais, musicais e circenses, estreia novo show na programa??o do FILO  Rumo aos 50 Anos. O Bailinho do Plant?o traz can??es que permeiam a inf?ncia de todas as gera??es.","O Plant?o Sorriso, que em h? 21 anos leva a alegria do palha?o para crian?as internadas em hospitais de Londrina, al?m de relizar apresenta??es teatrais, musicais e circenses, estreia novo show na programa??o do FILO  Rumo aos 50 Anos. O Bailinho do Plant?o traz can??es que permeiam a inf?ncia de todas as gera??es. O repert?rio ? composto por cantigas folcl?ricas e populares que todos conhecem. A identifica??o com a plateia ? imediata. Essas m?sicas ganham nova roupagem na voz dos palha?os, que n?o perdem a piada, tornando a apresenta??o ainda mais atrativa. Na brincadeira entram tamb?m cantigas de outros continentes. Os arranjos passam por bai?o, reggae, country music, ijexa e marcha. Uma brincadeira emocionante, musical e muito divertida.",2018-11-30 16:27:59,2018-11-30 16:30:38,Alexandre Simioni ,,Livre,(43) 3024-3330,,"M?sica Popular, Teatro, Artes Circenses",false,Plant?o Sorriso,,contribuição espontânea ao final,,,,,,,,,,2019-02-24,,90,Uma vez,19:00,20:30,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 1 de mar?o de 2019 ?s 16:00,1336,Lunavi na FLAPT,Apresenta??o do espet?culo Lunavi na vila cultural FLAPT da Zona Norte.,,2018-11-30 20:00:06,2019-03-07 12:10:10,Bruna Campagnolo ,,Livre,,,Teatro,false,,,,,,,,,,,,,2019-03-01,,35,Uma vez,16:00,16:35,,,,,,Sim,,Flapt!,Rua Lino Sachetin,498,PR,,,,
Toda ter e qui de 15 a 17 de janeiro de 2019 ?s 14:00,1365,Oficina “Pintura em pano de prato”,"A oficina Pintura em pano de prato , que ser? mediada por Marizete dos Santos Fratia, integra a Programa??o de F?rias de 2019 da Biblioteca Infantil de Londrina.","A Diretoria de Bibliotecas, da Secretaria Municipal de Cultura, por meio da Biblioteca Infantil de Londrina, realizar? nos dias 15 e 17 de janeiro de 2019 (ter?a e quinta-feira)*, das 14h ?s 15h, a oficina Pintura em pano de prato , que ser? mediada por Marizete dos Santos Fratia. A atividade integra a Programa??o de F?rias de 2019 e objetiva incentivar a criatividade dos participantes, al?m de divulgar o espa?o da Biblioteca Infantil. Durante a oficina, que ser? realizada em duas etapas, os participantes poder?o realizar o desenho e a pintura de diversos objetos em tecido pano de prato, com a utiliza??o de materiais como l?pis, pincel, tinta e tecido. Podem participar interessados com idade m?nima de seis anos e as inscri??es s?o gratuitas. Materiais necess?rios: 2 pinc?is (nº 1 e nº 10) e 1 pano de prato na cor branca. As vagas s?o limitadas e as inscri??es podem ser realizadas pelo telefone 3371-6603, ou pessoalmente, na Biblioteca Infantil, na Pra?a 1º de Maio, 110, Centro (em frente ? Concha Ac?stica), das 9h ?s 17h.",2019-01-03 15:42:24,2019-01-04 16:42:34,Priscila de Jesus Apolinário Ribeiro ,,10 anos,(43) 3371-6603,,Artes Visuais,false,,"Pelo telefone 3371-6603, ou pessoalmente, na Biblioteca Infantil, na Pra?a 1º de Maio, 110, Centro (em frente ? Concha Ac?stica), das 9h ?s 17h.",Gratuito,N?o,N?o,,,,,,,,2019-01-15,2019-01-17,60,Semanal,14:00,15:00,,,Sim,,Sim,,,Biblioteca Pública Infantil de Londrina,Pra?a 1º de Maio,110,PR,,,,
